name,abilities,type1,type2,is_legendary,japanese_name,hp,attack,defense,sp_attack,sp_defense,speed,base_total,classification,generation,base_egg_steps,height_m,weight_kg,base_happiness,capture_rate,experience_growth,percentage_male,pokedex_number,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
Bruxish,"['Dazzling', 'Strong Jaw', 'Wonder Skin']",water,psychic,0,Hagigishiri,68,105,70,70,70,92,475,Gnash Teeth Pokémon,7,15,0.9,19.0,70,80,1000000,50,779,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5
Drampa,"['Berserk', 'Sap Sipper', 'Cloud Nine']",normal,dragon,0,Jijilong,78,60,85,135,91,36,485,Placid Pokémon,7,20,3.0,185.0,70,70,1000000,50,780,1.0,1.0,2.0,0.5,2.0,2.0,0.5,1.0,0.0,0.5,1.0,2,1.0,1.0,1.0,1.0,1.0,0.5
Dhelmise,['Steelworker'],ghost,grass,0,Dadarin,70,131,100,86,90,40,517,Sea Creeper Pokémon,7,25,3.9,210.0,70,25,1000000,-1,781,1.0,2.0,1.0,0.5,1.0,0.0,2,2,2.0,0.5,0.5,2,0.0,1.0,1.0,1.0,1.0,0.5
Jangmo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",dragon,,0,Jyarako,45,55,65,45,45,45,300,Scaly Pokémon,7,40,0.6,29.7,70,45,1250000,50,782,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2,1.0,1.0,1.0,1.0,1.0,0.5
Hakamo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",dragon,fighting,0,Jyarango,55,75,90,65,70,65,420,Scaly Pokémon,7,40,1.2,47.0,70,45,1250000,50,783,0.5,0.5,2.0,0.5,4.0,1.0,0.5,2,1.0,0.5,1.0,2,1.0,1.0,2,0.5,1.0,0.5
Kommo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",dragon,fighting,0,Jyararanga,75,110,125,100,105,85,600,Scaly Pokémon,7,40,1.6,78.2,70,45,1250000,50,784,0.5,0.5,2.0,0.5,4.0,1.0,0.5,2,1.0,0.5,1.0,2,1.0,1.0,2,0.5,1.0,0.5
Tapu Koko,"['Electric Surge', 'Telepathy']",electric,fairy,1,Kapu-Kokeko,70,115,85,95,75,130,570,Land Spirit Pokémon,7,15,1.8,20.5,70,3,1250000,-1,785,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
Tapu Lele,"['Psychic Surge', 'Telepathy']",psychic,fairy,1,Kapu-Tetefu,70,85,75,130,115,95,570,Land Spirit Pokémon,7,15,1.2,18.6,70,3,1250000,-1,786,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
Tapu Bulu,"['Grassy Surge', 'Telepathy']",grass,fairy,1,Kapu-Bulul,70,130,115,85,95,75,570,Land Spirit Pokémon,7,15,1.9,45.5,70,3,1250000,-1,787,1.0,0.5,0.0,0.5,1.0,0.5,2,2,1.0,0.5,0.5,2,1.0,4.0,1.0,1.0,2.0,0.5
Tapu Fini,"['Misty Surge', 'Telepathy']",water,fairy,1,Kapu-Rehire,70,75,115,95,130,85,570,Land Spirit Pokémon,7,15,1.3,21.2,70,3,1250000,-1,788,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
Cosmog,['Unaware'],psychic,,1,Cosmog,43,29,31,29,31,37,200,Nebula Pokémon,7,120,0.2,0.1,0,3,1250000,-1,789,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Cosmoem,['Sturdy'],psychic,,1,Cosmovum,43,29,131,29,131,37,400,Protostar Pokémon,7,120,0.1,999.9,0,3,1250000,-1,790,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Solgaleo,['Full Metal Body'],psychic,steel,1,Solgaleo,137,137,107,113,89,97,680,Sunne Pokémon,7,120,3.4,230.0,0,3,1250000,-1,791,1.0,2.0,0.5,1.0,0.5,1.0,2,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
Lunala,['Shadow Shield'],psychic,ghost,1,Lunala,137,113,89,137,107,97,680,Moone Pokémon,7,120,4.0,120.0,0,3,1250000,-1,792,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0
Nihilego,['Beast Boost'],rock,poison,0,Uturoid,109,53,47,127,131,103,570,Parasite Pokémon,7,120,1.2,55.5,0,45,1250000,-1,793,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,4.0,1.0,0.5,0.25,2,1.0,2.0,2.0
Buzzwole,['Beast Boost'],bug,fighting,0,Massivoon,107,139,139,53,53,79,570,Swollen Pokémon,7,120,2.4,333.6,0,45,1250000,-1,794,0.5,0.5,1.0,1.0,2.0,0.5,2,4,1.0,0.5,0.5,1.0,1.0,1.0,2,1.0,1.0,1.0
Pheromosa,['Beast Boost'],bug,fighting,0,Pheroache,71,137,37,137,37,151,570,Lissome Pokémon,7,120,1.8,25.0,0,45,1250000,-1,795,0.5,0.5,1.0,1.0,2.0,0.5,2,4,1.0,0.5,0.5,1.0,1.0,1.0,2,1.0,1.0,1.0
Xurkitree,['Beast Boost'],electric,,0,Denjyumoku,83,89,71,173,71,83,570,Glowing Pokémon,7,120,3.8,100.0,0,45,1250000,-1,796,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Celesteela,['Beast Boost'],steel,flying,0,Tekkaguya,97,101,103,107,101,61,570,Launch Pokémon,7,120,9.2,999.9,0,45,1250000,-1,797,0.25,1.0,0.5,2.0,0.5,1.0,2,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0
Kartana,['Beast Boost'],grass,steel,0,"If you were looking for the Scizor belonging to Shingo whose nickname is Blade, see Shingo.",59,181,131,59,31,109,570,Drawn Sword Pokémon,7,120,0.3,0.1,0,45,1250000,-1,798,1.0,1.0,0.5,0.5,0.5,2.0,4,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
Guzzlord,['Beast Boost'],dark,dragon,0,Akuziking,223,101,53,97,53,43,570,Junkivore Pokémon,7,120,5.5,888.0,0,45,1250000,-1,799,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2,1.0,1.0,0,1.0,1.0,0.5
Necrozma,"['Prism Armor', 'Neuroforce']",psychic,,1,Necrozma,97,107,101,127,89,79,600,Prism Pokémon,7,120,2.4,230.0,0,3,1250000,-1,800,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Magearna,['Soul-Heart'],steel,fairy,1,Magearna,80,95,115,130,115,65,600,Artificial Pokémon,7,120,1.0,80.5,0,3,1250000,-1,801,0.25,0.5,0.0,1.0,0.5,1.0,2,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
Marshadow,['Technician'],fighting,ghost,1,Marshadow,90,125,80,90,90,125,600,Gloomdweller Pokémon,7,120,0.7,22.2,0,3,1250000,-1,802,0.25,1.0,1.0,1.0,2.0,0.0,1.0,2,2.0,1.0,1.0,1.0,0.0,0.5,2,0.5,1.0,1.0
Poipole,['Beast Boost'],poison,,0,Bevenom,67,73,67,73,67,73,420,Poison Pin Pokémon,7,120,0.6,1.8,0,45,1250000,-1,803,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2,1.0,1.0,1.0
Naganadel,['Beast Boost'],poison,dragon,0,Agoyon,73,73,73,127,73,121,540,Poison Pin Pokémon,7,120,3.6,150.0,0,45,1250000,-1,804,0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2,1.0,0.5,2,1.0,1.0,0.5
Stakataka,['Beast Boost'],rock,steel,0,Tundetunde,61,131,211,53,101,13,570,Rampart Pokémon,7,120,5.5,820.0,0,30,1250000,-1,805,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
Blacephalon,['Beast Boost'],fire,ghost,0,Zugadoon,53,127,53,151,79,107,570,Fireworks Pokémon,7,120,1.8,13.0,0,30,1250000,-1,806,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
Zeraora,['Volt Absorb'],electric,,1,Zeraora,88,112,75,102,80,143,600,Thunderclap Pokémon,7,120,1.5,44.5,0,3,1250000,-1,807,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Meltan,['Magnet Pull'],steel,,1,Meltan,46,65,65,55,35,34,300,Hex Nut Pokémon,7,120,0.2,8.0,0,3,1250000,-1,808,0.5,1.0,0.5,1.0,0.5,2.0,2,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
Melmetal,['Iron Fist'],steel,,1,Melmetal,135,143,143,80,65,34,600,Hex Nut Pokémon,7,120,2.5,800.0,0,3,1250000,-1,809,0.5,1.0,0.5,1.0,0.5,2.0,2,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
Grookey,"['Overgrow', 'Grassy Surge']",grass,,0,Sarunori,50,65,50,40,40,65,310,Chimp Pokémon,8,20,0.3,5.0,50,45,1059860,87.5,810,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Thwackey,"['Overgrow', 'Grassy Surge']",grass,,0,Bachinkey,70,85,70,55,60,80,420,Beat Pokémon,8,20,0.7,14.0,50,45,1059860,87.5,811,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Rillaboom,"['Overgrow', 'Grassy Surge']",grass,,0,Gorirander,100,125,90,60,70,85,530,Drummer Pokémon,8,20,2.1,90.0,50,45,1059860,87.5,812,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Scorbunny,"['Blaze', 'Libero']",fire,,0,Hibanny,50,71,40,40,40,69,310,Rabbit Pokémon,8,20,0.3,4.5,50,45,1059860,87.5,813,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Raboot,"['Blaze', 'Libero']",fire,,0,Rabbifuto,65,86,60,55,60,94,420,Rabbit Pokémon,8,20,0.6,9.0,50,45,1059860,87.5,814,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Cinderace,"['Blaze', 'Libero']",fire,,0,Aceburn,80,116,75,65,75,119,530,Striker Pokémon,8,20,1.4,33.0,50,45,1059860,87.5,815,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Sobble,"['Torrent', 'Sniper']",water,,0,Messon,50,40,40,70,40,70,310,Water Lizard Pokémon,8,20,0.3,4.0,50,45,1059860,87.5,816,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Drizzile,"['Torrent', 'Sniper']",water,,0,Not to be confused with Drizzle.,65,60,55,95,55,90,420,Water Lizard Pokémon,8,20,0.7,11.5,50,45,1059860,87.5,817,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Inteleon,"['Torrent', 'Sniper']",water,,0,Intereon,70,85,65,125,65,120,530,Secret Agent Pokémon,8,20,1.9,45.2,50,45,1059860,87.5,818,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Skwovet,"['Cheek Pouch', 'Gluttony']",normal,,0,Hoshigarisu,70,55,55,35,35,25,275,Cheeky Pokémon,8,20,0.3,2.5,50,255,1000000,50,819,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Greedent,"['Cheek Pouch', 'Gluttony']",normal,,0,Yokubarisu,120,95,95,55,75,20,460,Greedy Pokémon,8,20,0.6,6.0,50,90,1000000,50,820,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rookidee,"['Keen Eye', 'Unnerve', 'Big Pecks']",flying,,0,Kokogara,38,47,35,33,35,57,245,Tiny Bird Pokémon,8,15,0.2,1.8,50,255,1059860,50,821,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2,1.0,1.0,1.0,2.0,1.0,1.0
Corvisquire,"['Keen Eye', 'Unnerve', 'Big Pecks']",flying,,0,Aogarasu,68,67,55,43,55,77,365,Raven Pokémon,8,15,0.8,16.0,50,120,1059860,50,822,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2,1.0,1.0,1.0,2.0,1.0,1.0
Corviknight,"['Pressure', 'Unnerve', 'Mirror Armor']",flying,steel,0,Armorga,98,87,105,53,85,67,495,Raven Pokémon,8,15,2.2,75.0,50,45,1059860,50,823,0.25,1.0,0.5,2.0,0.5,1.0,2,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0
Blipbug,"['Swarm', 'Compound Eyes', 'Telepathy']",bug,,0,Sacchimushi,25,20,20,25,45,45,180,Larva Pokémon,8,15,0.4,8.0,50,255,1000000,50,824,1.0,1.0,1.0,1.0,1.0,0.5,2,2,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Dottler,"['Swarm', 'Compound Eyes', 'Telepathy']",bug,psychic,0,Redomushi,50,35,80,50,90,30,335,Radome Pokémon,8,15,0.4,19.5,50,120,1000000,50,825,2.0,2.0,1.0,1.0,1.0,0.25,2,2,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0
Orbeetle,"['Swarm', 'Frisk', 'Telepathy']",bug,psychic,0,Eolb,60,45,110,80,120,90,505,Seven Spot Pokémon,8,15,0.4,40.8,50,45,1000000,50,826,2.0,2.0,1.0,1.0,1.0,0.25,2,2,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0
Nickit,"['Run Away', 'Unburden', 'Stakeout']",dark,,0,Kusune,40,28,28,47,52,50,245,Fox Pokémon,8,15,0.6,8.9,50,255,800000,50,827,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0
Thievul,"['Run Away', 'Unburden', 'Stakeout']",dark,,0,Foxly,70,58,58,87,92,90,455,Fox Pokémon,8,15,1.2,19.9,50,127,800000,50,828,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0
Gossifleur,"['Cotton Down', 'Regenerator', 'Effect Spore']",grass,,0,Himenka,40,40,60,40,60,10,250,Flowering Pokémon,8,20,0.4,2.2,50,190,1000000,50,829,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Eldegoss,"['Cotton Down', 'Regenerator', 'Effect Spore']",grass,,0,Watashiraga,60,50,90,80,120,60,460,Cotton Bloom Pokémon,8,20,0.5,2.5,50,75,1000000,50,830,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Wooloo,"['Fluffy', 'Run Away', 'Bulletproof']",normal,,0,Wooluu,42,40,55,40,45,48,270,Sheep Pokémon,8,15,0.6,6.0,50,255,1000000,50,831,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dubwool,"['Fluffy', 'Steadfast', 'Bulletproof']",normal,,0,Baiwooluu,72,80,100,60,90,88,490,Sheep Pokémon,8,15,1.3,43.0,50,127,1000000,50,832,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chewtle,"['Strong Jaw', 'Shell Armor', 'Swift Swim']",water,,0,Kamukame,50,64,50,38,38,44,284,Snapping Pokémon,8,20,0.3,8.5,50,255,1000000,50,833,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Drednaw,"['Strong Jaw', 'Shell Armor', 'Swift Swim']",water,rock,0,Kajirigame,90,115,90,48,68,74,485,Bite Pokémon,8,20,1.0,115.5,50,75,1000000,50,834,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Yamper,"['Ball Fetch', 'Rattled']",electric,,0,Wanpachi,59,45,50,40,50,26,270,Puppy Pokémon,8,20,0.3,13.5,50,255,800000,50,835,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Boltund,"['Strong Jaw', 'Competitive']",electric,,0,Pulsewan,69,90,60,90,60,121,490,Dog Pokémon,8,20,1.0,34.0,50,45,800000,50,836,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Rolycoly,"['Steam Engine', 'Heatproof', 'Flash Fire']",rock,,0,Tandon,30,40,50,40,50,30,240,Coal Pokémon,8,15,0.3,12.0,50,255,1059860,50,837,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Carkol,"['Steam Engine', 'Flame Body', 'Flash Fire']",rock,fire,0,Toroggon,80,60,90,60,70,50,410,Coal Pokémon,8,15,1.1,78.0,50,120,1059860,50,838,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0
Coalossal,"['Steam Engine', 'Flame Body', 'Flash Fire']",rock,fire,0,Sekitanzan,110,80,120,80,90,30,510,Coal Pokémon,8,15,2.8,310.5,50,45,1059860,50,839,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0
Applin,"['Ripen', 'Gluttony', 'Bulletproof']",grass,dragon,0,Kajicchu,40,40,80,40,40,20,260,Apple Core Pokémon,8,20,0.2,0.5,50,255,600000,50,840,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2,1.0,0.25,0.5,4,1.0,2.0,1.0,1.0,1.0,0.25
Flapple,"['Ripen', 'Gluttony', 'Hustle']",grass,dragon,0,Appryu,70,110,80,95,60,70,485,Apple Wing Pokémon,8,20,0.3,1.0,50,45,600000,50,841,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2,1.0,0.25,0.5,4,1.0,2.0,1.0,1.0,1.0,0.25
Appletun,"['Ripen', 'Gluttony', 'Thick Fat']",grass,dragon,0,Tarupple,110,85,80,100,80,30,485,Apple Nectar Pokémon,8,20,0.4,13.0,50,45,600000,50,842,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2,1.0,0.25,0.5,4,1.0,2.0,1.0,1.0,1.0,0.25
Silicobra,"['Sand Spit', 'Shed Skin', 'Sand Veil']",ground,,0,Sunahebi,52,57,75,35,50,46,315,Sand Snake Pokémon,8,20,2.2,7.6,50,255,1000000,50,843,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1.0,0.5,1.0,0.5,1.0,2.0
Sandaconda,"['Sand Spit', 'Shed Skin', 'Sand Veil']",ground,,0,Sadaija,72,107,125,65,70,71,510,Sand Snake Pokémon,8,20,3.8,65.5,50,120,1000000,50,844,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1.0,0.5,1.0,0.5,1.0,2.0
Cramorant,['Gulp Missile'],flying,water,0,Uu,70,85,55,85,95,85,475,Gulp Pokémon,8,20,0.8,18.0,50,45,1000000,50,845,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
Arrokuda,"['Swift Swim', 'Propeller Tail']",water,,0,Sasikamasu,41,63,40,40,30,66,280,Rush Pokémon,8,20,0.5,1.0,50,255,1250000,50,846,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Barraskewda,"['Swift Swim', 'Propeller Tail']",water,,0,Kamasujaw,61,123,60,60,50,136,490,Skewer Pokémon,8,20,1.3,30.0,50,60,1250000,50,847,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Toxel,"['Rattled', 'Static', 'Klutz']",electric,poison,0,Eleson,40,38,35,54,35,40,242,Baby Pokémon,8,25,0.4,11.0,50,75,1059860,50,848,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,4.0,1.0,1.0,0.5,2,1.0,0.5,1.0
Toxtricity,"['Punk Rock', 'Plus', 'Minus', 'Technician']",electric,poison,0,Strinder,75,98,70,114,70,75,502,Punk Pokémon,8,25,1.6,40.0,50,45,1059860,50,849,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,4.0,1.0,1.0,0.5,2,1.0,0.5,1.0
Sizzlipede,"['Flash Fire', 'White Smoke', 'Flame Body']",fire,bug,0,Yakude,50,65,45,50,50,45,305,Radiator Pokémon,8,20,0.7,1.0,50,190,1000000,50,850,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0
Centiskorch,"['Flash Fire', 'White Smoke', 'Flame Body']",fire,bug,0,Maruyakude,100,115,65,90,90,65,525,Radiator Pokémon,8,20,3.0,120.0,50,75,1000000,50,851,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0
Clobbopus,"['Limber', 'Technician']",fighting,,0,Tatakko,50,68,60,50,50,32,310,Tantrum Pokémon,8,25,0.6,4.0,50,180,1059860,50,852,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0.5,1.0,1.0
Grapploct,"['Limber', 'Technician']",fighting,,0,Otosupus,80,118,90,70,80,42,480,Jujitsu Pokémon,8,25,1.6,39.0,50,45,1059860,50,853,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0.5,1.0,1.0
Sinistea,"['Weak Armor', 'Cursed Body']",ghost,,0,Yabacha,40,45,45,74,54,50,308,Black Tea Pokémon,8,20,0.1,0.2,50,120,1000000,-1,854,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
Polteageist,"['Weak Armor', 'Cursed Body']",ghost,,0,Not to be confused with Poltergeist.,60,65,65,134,114,70,508,Black Tea Pokémon,8,20,0.2,0.4,50,60,1000000,-1,855,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
Hatenna,"['Healer', 'Anticipation', 'Magic Bounce']",psychic,,0,Mibrim,42,30,45,56,53,39,265,Calm Pokémon,8,20,0.4,3.4,50,235,1250000,100,856,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Hattrem,"['Healer', 'Anticipation', 'Magic Bounce']",psychic,,0,Tebrim,57,40,65,86,73,49,370,Serene Pokémon,8,20,0.6,4.8,50,120,1250000,100,857,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Hatterene,"['Healer', 'Anticipation', 'Magic Bounce']",psychic,fairy,0,Brimuon,57,90,95,136,103,29,510,Silent Pokémon,8,20,2.1,5.1,50,45,1250000,100,858,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
Impidimp,"['Prankster', 'Frisk', 'Pickpocket']",dark,fairy,0,Beroba,45,45,30,55,40,50,265,Wily Pokémon,8,20,0.4,5.5,50,255,1000000,100,859,1.0,0.25,0.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0,1.0,2.0,1.0
Morgrem,"['Prankster', 'Frisk', 'Pickpocket']",dark,fairy,0,Gimoh,65,60,45,75,55,70,370,Devious Pokémon,8,20,0.8,12.5,50,120,1000000,100,860,1.0,0.25,0.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0,1.0,2.0,1.0
Grimmsnarl,"['Prankster', 'Frisk', 'Pickpocket']",dark,fairy,0,Ohlonge,95,120,65,95,75,60,510,Bulk Up Pokémon,8,20,1.5,61.0,50,45,1000000,100,861,1.0,0.25,0.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0,1.0,2.0,1.0
Obstagoon,"['Reckless', 'Guts', 'Defiant']",dark,normal,0,Tachifusaguma,93,90,101,60,81,95,520,Blocking Pokémon,8,15,1.6,46.0,50,45,1000000,50,862,2.0,0.5,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0
Perrserker,"['Battle Armor', 'Tough Claws', 'Steely Spirit']",steel,,0,Nyaiking,70,110,100,50,60,50,440,Viking Pokémon,8,20,0.8,28.0,50,90,1000000,50,863,0.5,1.0,0.5,1.0,0.5,2.0,2,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
Cursola,"['Weak Armor', 'Perish Body']",ghost,,0,Sunigoon,60,95,50,145,130,30,510,Coral Pokémon,8,20,1.0,0.4,50,30,800000,25,864,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
